customer_id,date,age,occupation,monthly_income,monthly_credit,monthly_debit,starting_balance,ending_balance,monthly_invest_gain,monthly_invest_return_pct,initial_credit_score,final_credit_score,transaction_category_major,customer_feedback
CUST00173,2025-01-31,51,Retail,4153.04,5636.47,2099.58,16829.19,20366.07,0.0,-0.1,671,681,utilities,Strong month for savings! Utilities spending is efficient.
CUST00174,2025-01-31,29,Unemployed,1604.23,1944.08,3406.92,3365.21,1902.37,19.57,0.37,682,692,entertainment,Debits outpaced credits; review entertainment spending next month.
CUST00175,2025-01-31,44,Healthcare,1971.57,2273.14,1290.46,6843.35,7826.03,0.0,-0.0,705,700,education,Maintain your current spending habits to grow savings.
CUST00176,2025-01-31,49,Engineer,500.0,590.9,1438.39,1043.93,196.44,0.0,-0.05,741,731,healthcare,"Healthcare costs are impacting your balance, budget carefully."
CUST00177,2025-01-31,54,Self-employed,7668.27,7782.22,2508.4,30678.39,35952.21,0.0,-0.68,591,581,shopping,Fantastic savings! Consider a budget for shopping next month.
CUST00178,2025-01-31,47,Engineer,7971.07,10062.45,23948.08,7694.68,-6190.95,175.81,1.0,716,721,transport,Very high transport debits. Urgent budget review is recommended.
CUST00179,2025-01-31,38,Finance,1445.16,1459.04,2597.69,5495.38,4356.73,13.88,0.2,620,610,healthcare,Healthcare spending is high; focus on increasing your credits.
CUST00180,2025-01-31,23,Unemployed,6393.51,7946.09,6673.65,23773.42,25045.86,0.0,-1.34,669,674,healthcare,Excellent balance! Healthcare expenses are well-covered.
CUST00181,2025-01-31,30,Self-employed,4672.53,4821.63,2510.51,16825.73,19136.85,0.0,-0.34,709,704,utilities,Good job managing your utilities; strong savings accumulated.
CUST00182,2025-01-31,62,Healthcare,7203.84,8926.06,8773.51,11411.08,11563.63,534.67,2.7,627,632,utilities,Your utilities spending is proportional; balance remains steady.
CUST00183,2025-01-31,39,Self-employed,5564.19,6827.57,6629.33,8924.71,9122.95,243.49,1.57,626,631,shopping,Keep up the consistent financial management and shopping habits.
CUST00184,2025-01-31,46,Manager,603.64,,,272.36,-853.07,0.0,-1.17,629,619,education,Education costs are high; prioritize increasing your income.
CUST00185,2025-01-31,47,Self-employed,5407.93,6515.12,2611.71,15158.84,19062.26,339.22,1.59,686,681,education,Solid savings growth! Education spending is well-managed.
CUST00186,2025-01-31,47,Student,5494.8,6124.87,12225.16,15616.23,9515.94,0.0,-0.97,612,622,shopping,Shopping debits are very high; review your spending habits.
CUST00187,2025-01-31,44,Teacher,2705.95,2896.31,2909.72,9744.07,9730.66,0.0,-0.98,681,686,healthcare,"Maintain current spending, healthcare costs are stable."
CUST00188,2025-01-31,50,Self-employed,500.0,800.64,1194.72,1040.58,646.5,34.33,1.9,670,665,shopping,Review shopping expenses; they are impacting your low balance.
CUST00189,2025-01-31,44,Self-employed,3325.95,4277.9,5535.9,671.83,-586.17,124.49,2.58,704,699,groceries,"Groceries debits are high, resulting in a negative balance."
CUST00190,2025-01-31,56,Teacher,3055.01,3820.77,7914.75,5991.0,1897.01,0.0,-0.44,679,684,utilities,High utilities debits; try to reduce discretionary spending.
CUST00191,2025-01-31,56,Finance,5474.36,6036.59,6520.43,18049.83,17565.99,562.23,2.39,707,697,transport,Your transport spending is manageable; overall balance is good.
CUST00192,2025-01-31,41,Self-employed,4524.64,6117.91,5878.01,13614.81,13854.71,0.0,-0.58,661,666,healthcare,Good management of healthcare costs; maintain this trend.
CUST00193,2025-01-31,18,Finance,3173.12,4040.27,3986.25,8350.83,8404.84,0.0,-2.12,620,610,shopping,Keep up the steady progress. Shopping debits are controlled.
CUST00194,2025-01-31,45,Retail,6642.77,10187.32,5253.97,13835.57,18768.92,327.0,1.38,628,638,transport,Excellent credit activity! Transport spending is reasonable.
CUST00195,2025-01-31,21,Retail,3195.82,3315.88,1979.62,4542.27,5878.53,44.54,0.57,609,604,groceries,"Good job managing groceries, helping to grow your balance."
CUST00196,2025-01-31,56,Finance,3431.15,3499.43,1775.54,1589.43,3313.32,68.28,1.36,680,675,education,"Good credit and debit balance, education spending is fine."
CUST00197,2025-01-31,58,Unemployed,3902.45,4459.18,4725.27,14458.11,14192.02,0.0,-0.57,617,612,utilities,Utilities spending is high. Look for ways to conserve.
CUST00198,2025-01-31,27,Technician,4908.18,5554.21,9192.99,5498.7,1859.92,61.55,0.56,731,736,shopping,Shopping debits significantly impacted your end balance. Review.
CUST00199,2025-01-31,41,Unemployed,500.0,634.58,1802.34,1492.19,324.43,11.21,0.53,718,723,shopping,Very high shopping debits for your credit. Budget needed.
CUST00200,2025-01-31,48,Teacher,3906.39,5148.47,2493.79,12960.61,15615.29,365.52,2.06,599,589,entertainment,Excellent savings! Entertainment spending is well within limits.
CUST00201,2025-01-31,46,Engineer,1090.88,1288.19,2723.1,4292.75,2857.84,63.45,1.15,670,675,education,Watch your education spending to improve your balance.
CUST00202,2025-01-31,40,Technician,2545.19,3762.55,3017.31,8596.98,9342.22,164.63,1.35,707,697,education,Great job maintaining a healthy balance and managing education costs.
CUST00203,2025-01-31,21,Teacher,3158.51,3163.5,2333.1,5152.85,5983.25,4.99,0.06,621,611,entertainment,
CUST00204,2025-01-31,45,Teacher,4278.87,4719.54,3784.12,16982.06,17917.48,297.52,1.39,800,795,utilities,Your finances are strong! Keep up the smart utility management.
CUST00205,2025-01-31,44,Finance,5801.55,11445.99,12445.07,5875.77,4876.69,188.47,1.1,719,714,shopping,
CUST00206,2025-01-31,31,Finance,1298.73,1565.77,2159.98,3925.44,3331.23,3.29,0.06,657,647,shopping,Review shopping habits to improve your monthly cash flow.
CUST00207,2025-01-31,43,Student,4626.73,5986.28,5328.28,14156.44,14814.43,299.63,1.51,730,720,shopping,
CUST00208,2025-01-31,51,Healthcare,2256.5,3216.62,3823.62,4420.97,3813.97,14.48,0.19,621,616,entertainment,High entertainment spending this month. Try to cut back.
CUST00209,2025-01-31,40,Student,4679.06,,,10022.89,9399.45,0.0,-0.3,715,710,education,Monitor education debits; keep your balance in check.
CUST00210,2025-01-31,48,Manager,5915.24,6344.41,5502.04,8254.65,9097.02,151.7,1.05,736,741,shopping,Solid balance! Continue smart financial management and shopping decisions.
CUST00211,2025-01-31,43,Self-employed,6002.77,7612.52,10554.57,8822.74,5880.68,144.98,0.89,720,710,dining,Excessive dining expenses! Plan to reduce spending next month.
CUST00212,2025-01-31,35,Engineer,500.0,528.17,1074.9,1147.38,600.65,28.17,1.71,599,609,transport,Your transport spending is high; find ways to save.
CUST00213,2025-01-31,40,Healthcare,944.84,1447.4,1290.69,1718.24,1874.94,109.12,3.57,657,662,groceries,
CUST00214,2025-01-31,39,Retail,4439.55,4709.93,3766.38,17185.66,18129.22,4.38,0.02,664,654,education,Excellent savings! Continue managing education costs effectively.
CUST00215,2025-01-31,53,Teacher,3961.64,5769.85,4878.15,8925.92,9817.62,0.0,-0.25,668,663,healthcare,Strong balance this month. Good management of healthcare costs.
CUST00216,2025-01-31,44,Student,1268.92,1275.93,2284.7,734.69,-274.08,7.01,0.35,631,621,utilities,Urgent: address utility costs to avoid negative balance next month.
CUST00217,2025-01-31,66,Teacher,5618.62,6347.28,6500.13,11474.76,11321.91,0.0,-0.8,675,670,entertainment,Watch entertainment spending to maintain your healthy balance.
CUST00218,2025-01-31,23,Unemployed,1048.42,1090.25,1306.55,3127.19,2910.89,17.64,0.42,611,601,healthcare,Healthcare expenses are a bit high. Prioritize essential spending.
CUST00219,2025-01-31,62,Finance,643.0,666.8,1418.09,928.34,177.06,8.57,0.54,682,692,dining,Dining expenses are high compared to credits. Be cautious.
CUST00220,2025-01-31,29,Healthcare,4760.68,6060.48,5987.01,9540.06,9613.52,74.52,0.48,649,659,dining,Stable finances! Your dining spending is well within limits.
CUST00221,2025-01-31,23,Unemployed,500.0,569.38,1421.71,648.34,-203.99,16.93,1.41,755,750,education,Your education costs led to a negative balance. Be careful.
CUST00222,2025-01-31,32,Engineer,7421.34,9043.8,15806.59,22942.63,16179.84,168.63,0.53,684,694,transport,High transport debits. Review budget to prevent overspending.
CUST00223,2025-01-31,27,Self-employed,4322.37,4565.24,7910.16,4012.45,667.53,17.12,0.2,689,684,dining,Dining expenses are too high. Reduce them to improve savings.
CUST00224,2025-01-31,49,Self-employed,6063.56,6635.65,4436.29,19746.88,21946.25,535.04,2.07,710,720,utilities,Excellent financial health! Smart utility management contributed to savings.
CUST00225,2025-01-31,46,Student,3033.03,3584.99,17162.160546010346,9239.34,9831.31,123.2,0.97,639,629,shopping,Good balance achieved. Consider increasing savings beyond shopping.
CUST00226,2025-01-31,30,Unemployed,2690.85,3515.22,3438.28,5481.24,5558.18,0.0,-0.41,763,768,shopping,Shopping expenses are close to credits. Keep monitoring this.
CUST00227,2025-01-31,35,Self-employed,3250.16,3373.7,12027.9,3436.62,-5217.58,119.76,1.79,713,718,entertainment,Significant overspending in entertainment. Seek financial advice immediately.
CUST00228,2025-01-31,51,Manager,2241.01,2573.03,2360.8,7830.7,8042.93,150.72,1.47,701,711,groceries,Maintain good grocery habits for continued financial stability.
CUST00229,2025-01-31,31,Manager,2194.18,3439.68,7578.75,5490.9,1351.83,0.0,-0.12,586,596,healthcare,Healthcare expenses are very high. Look for ways to save.
CUST00230,2025-01-31,50,Healthcare,6352.7,9127.25,12174.28,7233.7,4186.68,292.45,1.82,631,626,education,High education debits. Re-evaluate expenses to boost balance.
CUST00231,2025-01-31,45,Student,4001.12,5383.04,4228.7,3167.46,4321.8,154.49,1.84,625,630,dining,Your dining expenses are balanced. Keep up the good work.
CUST00232,2025-01-31,59,Finance,3356.27,7919.12,6699.3,8884.06,10103.89,10.08,0.06,617,627,education,Great job managing education costs and growing your balance.
CUST00233,2025-01-31,51,Unemployed,965.85,1018.03,1068.65,756.19,705.57,52.18,3.03,710,720,shopping,Shopping debits are high for your income. Exercise caution.
CUST00234,2025-01-31,44,Engineer,4852.08,5891.87,8537.59,14771.24,12125.52,174.16,0.85,646,636,transport,Manage transport expenses to avoid high debits next month.
CUST00235,2025-01-31,45,Healthcare,5238.2,6897.26,16152.92,15894.08,6638.43,0.0,-0.28,723,733,utilities,Utility debits are very high. Review and reduce spending now.
CUST00236,2025-01-31,26,Technician,7379.82,9916.26,5952.74,17116.28,21079.8,444.03,1.67,617,627,healthcare,Strong financial position! Good job managing healthcare costs.
CUST00237,2025-01-31,20,Technician,4138.96,5467.57,2608.84,15973.39,18832.12,412.16,1.96,651,661,education,Excellent savings! Education spending is well-managed.
CUST00238,2025-01-31,45,Student,3419.85,4679.32,6362.46,4702.47,3019.33,201.06,2.19,631,621,shopping,Shopping expenses are too high. Cut back to improve balance.
CUST00239,2025-01-31,39,Student,3886.23,4513.65,9054.66,13729.4,9188.39,410.16,2.3,738,728,education,High education costs affected your balance. Budget carefully.
CUST00240,2025-01-31,18,Retail,2264.53,2264.53,3554.33,6061.66,4771.86,0.0,-1.53,637,627,entertainment,Entertainment debits are high. Consider reducing non-essential spending.
CUST00241,2025-01-31,46,Teacher,4771.64,4789.62,5612.46,13208.85,12386.01,17.98,0.1,609,614,education,Education spending is manageable. Focus on building savings further.
CUST00242,2025-01-31,59,Engineer,662.88,792.39,2367.87,2265.04,689.55,2.14,0.07,662,667,utilities,Your utility spending is excessive. Please review your budget now.
CUST00243,2025-01-31,37,Engineer,8195.09,8232.47,9661.5,25100.32,23671.29,10.0,0.03,697,702,dining,High dining expenses reduced your balance. Spend wisely next month.
CUST00244,2025-01-31,52,Finance,1786.4,2012.96,2569.92,293.89,-263.08,0.0,-0.53,713,703,utilities,Negative balance due to utilities. Exercise caution next month.
CUST00245,2025-01-31,47,Engineer,1425.24,1560.75,3039.26,1382.77,-95.74,0.0,-0.18,792,782,shopping,Shopping led to a negative balance. Prioritize essential spending.
CUST00246,2025-01-31,40,Self-employed,6274.32,8389.79,6237.67,10448.1,12600.22,505.96,2.76,718,723,utilities,Great job managing utilities! Keep boosting your savings.
CUST00247,2025-01-31,18,Self-employed,4500.89,8896.65,9150.23,6660.74,6407.16,152.51,0.99,714,704,education,Keep track of education costs to maintain a steady balance.
CUST00248,2025-01-31,19,Teacher,500.0,719.18,21043.246928181325,1671.88,993.1,61.27,2.63,694,684,shopping,Shopping debits are high. Consider reducing non-essential purchases.
CUST00249,2025-01-31,21,Healthcare,5531.29,5927.91,6468.66,10194.8,9654.05,0.0,-0.09,678,673,shopping,Shopping debits are close to credits. Watch spending habits.
CUST00250,2025-01-31,60,Engineer,3766.05,4710.34,2805.19,3779.73,5684.88,17.79,0.21,702,692,dining,Good balance! Dining expenses are well within your means.
CUST00251,2025-01-31,33,Teacher,500.0,1029.6,1796.82,908.01,140.8,86.63,4.68,743,738,groceries,Groceries were high; track spending closely next month.
CUST00252,2025-01-31,23,Student,6305.17,,,2370.11,-2527.21,71.14,0.82,667,677,healthcare,Your account is overdrawn. Please address this promptly.
CUST00253,2025-01-31,37,Student,5431.83,6025.48,15148.08,11691.3,2568.69,289.3,1.66,697,692,transport,Transport costs were high. Review spending habits.
CUST00254,2025-01-31,57,Engineer,3518.16,3839.91,1771.43,2353.27,4421.75,31.42,0.51,625,630,healthcare,Good financial management! Keep up the excellent work.
CUST00255,2025-01-31,32,Healthcare,6759.5,7266.32,9395.37,21157.32,19028.27,82.19,0.29,681,676,entertainment,Entertainment spending was significant. Mind your budget.
CUST00256,2025-01-31,31,Self-employed,936.19,985.89,1319.76,837.16,503.29,12.31,0.68,700,690,groceries,Groceries pushed debits higher; review next month.
CUST00257,2025-01-31,42,Manager,6110.73,6669.19,2571.79,5764.14,9861.54,237.81,1.95,733,723,utilities,Excellent savings this month. Keep up the momentum!
CUST00258,2025-01-31,49,Technician,2712.81,3131.22,2962.35,154.39,323.26,45.04,1.39,744,754,entertainment,Spending almost matched income. Focus on savings.
CUST00259,2025-01-31,47,Unemployed,500.0,,,1744.14,1079.48,0.0,-1.43,692,687,healthcare,Healthcare expenses were high. Consider budgeting more.
CUST00260,2025-01-31,32,Retail,1432.8,1451.91,3064.06,2780.71,1168.56,0.0,-1.96,720,730,entertainment,Entertainment spending exceeded income. Adjust your budget.
CUST00261,2025-01-31,33,Technician,4105.88,5489.24,2368.76,8385.54,11506.02,394.96,2.93,675,670,shopping,Strong financial performance! Continue smart spending habits.
CUST00262,2025-01-31,25,Technician,6033.42,9007.65,4459.52,4219.45,8767.58,180.05,1.38,738,748,groceries,Excellent management of groceries and overall finances.
CUST00263,2025-01-31,35,Student,500.0,510.09,1853.52,2022.08,678.65,10.09,0.4,734,729,entertainment,Entertainment costs were high. Review your spending.
CUST00264,2025-01-31,61,Healthcare,6551.96,9329.39,5451.44,7398.56,11276.51,260.19,1.58,705,715,healthcare,
CUST00265,2025-01-31,55,Healthcare,6017.98,6502.81,2871.02,20621.16,24252.95,484.83,1.82,742,747,utilities,Outstanding savings growth! Keep up the great work.
CUST00266,2025-01-31,37,Teacher,5181.91,5638.01,2266.27,5492.22,8863.95,289.45,2.67,606,616,shopping,Smart shopping choices helped boost your balance.
CUST00267,2025-01-31,38,Healthcare,3205.12,4021.82,5394.32,7825.02,6452.53,83.52,0.71,707,697,shopping,Shopping expenses exceeded income. Consider adjusting budget.
CUST00268,2025-01-31,33,Student,903.26,1003.88,1069.86,3480.2,3414.22,56.67,1.28,696,701,healthcare,Debits slightly exceeded credits; monitor healthcare spending.
CUST00269,2025-01-31,34,Finance,1174.62,1352.06,2483.96,962.26,-169.64,0.0,-1.54,674,679,utilities,Your account is overdrawn. Please address this urgently.
CUST00270,2025-01-31,18,Unemployed,2507.2,2507.2,3173.45,10104.27,9438.02,0.0,-0.28,682,687,shopping,Shopping debits were high; review for next month.
CUST00271,2025-01-31,38,Retail,1123.65,1776.29,1950.96,4104.89,3930.22,175.17,3.07,732,727,shopping,Minor overspending this month; track shopping closer.
CUST00272,2025-01-31,39,Healthcare,3947.17,5346.54,8018.01,3626.89,955.42,44.64,0.5,630,625,utilities,
CUST00273,2025-01-31,41,Teacher,4515.72,7483.52,6248.22,14972.07,16207.38,438.15,1.99,620,615,transfer,Positive month! Consider setting a new savings goal.
CUST00274,2025-01-31,31,Student,4656.3,5530.43,6937.75,2976.56,1569.24,213.15,2.57,693,698,shopping,Shopping expenses were notable; plan spending for next month.
CUST00275,2025-01-31,18,Teacher,6693.91,8049.36,6000.7,13657.12,15705.78,0.0,-0.63,727,737,healthcare,Good balance between healthcare and overall spending.
CUST00276,2025-01-31,40,Student,1694.13,2098.2,2279.85,4445.0,4263.35,80.14,1.24,673,678,groceries,Groceries contributed to slight overspending; monitor closely.
CUST00277,2025-01-31,58,Student,1705.87,2551.69,2043.12,1182.3,1690.87,42.09,1.14,645,650,groceries,Managed groceries well; a good month for your finances.
CUST00278,2025-01-31,49,Student,2912.13,3441.64,1279.57,2512.97,4675.04,58.96,1.0,733,743,education,Excellent month for savings! Consider increasing investments.
CUST00279,2025-01-31,36,Teacher,2416.43,2525.34,2382.33,1596.86,1739.87,59.72,1.47,699,689,dining,Dining costs balanced well; continue smart spending.
CUST00280,2025-01-31,40,Healthcare,3041.03,3278.79,1119.99,10316.2,12475.0,237.76,1.78,664,659,utilities,Outstanding savings! Keep building your financial future.
CUST00281,2025-01-31,36,Manager,2755.87,2921.38,3696.41,7524.46,6749.44,165.51,1.61,655,660,utilities,Utilities were high; review usage for next month.
CUST00282,2025-01-31,55,Self-employed,4608.93,4849.49,5487.49,3890.38,3252.38,109.6,1.27,648,643,entertainment,
CUST00283,2025-01-31,34,Retail,3468.5,4131.52,51303.184283641465,4201.29,2401.82,77.6,0.94,682,687,education,Education expenses were substantial; review your budget plan.
CUST00284,2025-01-31,29,Teacher,2117.42,2888.95,4606.12,3524.69,1807.52,0.0,-0.46,677,667,education,High education costs this month. Consider future budget adjustments.
CUST00285,2025-01-31,42,Retail,6207.25,6471.57,5009.39,13372.01,14834.19,264.32,1.35,656,651,transport,Solid financial management! Transport costs were balanced.
CUST00286,2025-01-31,39,Self-employed,4665.68,5678.35,1902.88,17656.58,21432.04,773.85,3.43,626,636,transport,Exceptional savings this month. Your financial health is strong.
CUST00287,2025-01-31,39,Self-employed,3873.41,4138.39,10464.33,5938.7,-387.24,0.0,-0.35,628,618,education,Account is overdrawn due to high education expenses.
CUST00288,2025-01-31,39,Engineer,5044.33,6248.23,4311.68,5702.09,7638.64,294.88,2.53,716,721,utilities,Utilities managed well. Keep up the positive balance!
CUST00289,2025-01-31,33,Self-employed,7975.07,9665.76,5887.88,6402.14,10180.02,0.0,-0.64,667,677,education,Good balance with education costs; strong financial standing.
CUST00290,2025-01-31,52,Unemployed,500.0,548.57,1077.17,1168.83,640.23,20.7,1.22,736,731,education,Education expenses were high. Plan for next period.
CUST00291,2025-01-31,48,Unemployed,500.0,573.3,1373.82,660.44,-140.08,0.25,0.02,723,733,utilities,Account overdrawn. Address utilities and spending immediately.
CUST00292,2025-01-31,47,Healthcare,2785.06,3319.43,4813.79,1229.72,-264.63,0.0,-0.82,661,651,dining,Overdrawn due to dining and other expenses. Act now.
CUST00293,2025-01-31,48,Technician,5533.01,6310.41,12976.09,12379.31,5713.63,0.0,-0.16,636,646,utilities,Very high utilities spending. Review your monthly budget.
CUST00294,2025-01-31,43,Retail,4570.49,5168.4,7385.37,2759.88,542.9,120.24,1.54,720,725,groceries,Groceries and overall debits were high; budget tightly.
CUST00295,2025-01-31,33,Self-employed,2638.16,2798.02,3829.96,3781.78,2749.83,159.86,2.49,769,774,groceries,Groceries were a major debit. Plan for next month.
CUST00296,2025-01-31,29,Technician,2556.47,3410.01,1700.77,6137.87,7847.11,146.66,1.56,714,709,education,Great job saving! Education costs were well-managed.
CUST00297,2025-01-31,29,Teacher,5387.97,5726.96,10236.77,13618.74,9108.93,0.0,-0.67,685,695,education,
CUST00298,2025-01-31,41,Technician,4815.96,4815.96,6136.99,7319.15,5998.12,0.0,-0.87,719,729,shopping,Shopping costs were notable. Consider cutting back.
CUST00299,2025-01-31,36,Finance,4781.09,6813.51,5828.1,13584.85,14570.26,20.38,0.1,683,688,transport,
CUST00300,2025-01-31,43,Teacher,4506.58,6189.81,8221.11,9435.0,7403.7,153.17,0.99,608,613,healthcare,Healthcare expenses were high. Monitor future spending.
CUST00301,2025-01-31,40,Student,3705.46,4737.63,4235.59,11012.55,11514.59,482.46,3.16,701,706,dining,Consider a budget for dining out next month.
CUST00302,2025-01-31,32,Teacher,3520.55,4034.24,7560.79,12326.72,8800.17,399.05,2.5,686,696,shopping,Watch your shopping expenses closely next period.
CUST00303,2025-01-31,38,Engineer,500.0,567.75,1196.19,990.9,362.46,18.33,1.19,683,678,entertainment,Review entertainment spending to avoid overdraft.
CUST00304,2025-01-31,28,Unemployed,1517.11,1614.84,1537.08,4442.04,4519.8,97.73,1.64,656,666,transport,Maintain current spending habits; very stable finances.
CUST00305,2025-01-31,35,Healthcare,4175.25,4591.41,9504.51,11331.48,6418.38,0.0,-0.12,687,177,education,Monitor your education related expenditures more closely.
CUST00306,2025-01-31,18,Healthcare,3884.47,5516.22,141320.88282276745,8474.87,7873.91,2.8,0.02,644,649,dining,Your dining expenses are quite high; consider moderation.
CUST00307,2025-01-31,24,Manager,4928.61,7159.91,13210.76,6124.08,73.22,0.0,-0.52,648,638,education,Be cautious with spending; current balance is very low.
CUST00308,2025-01-31,51,Self-employed,3468.61,4300.95,2647.23,2731.27,4384.99,0.0,-0.56,593,588,shopping,Great job managing shopping expenses; keep it up!
CUST00309,2025-01-31,45,Student,2940.78,3606.04,35367.078039056534,8548.89,8283.46,0.0,-1.3,593,598,groceries,Slightly high grocery spending. Perhaps look for deals?
CUST00310,2025-01-31,37,Teacher,5960.31,7176.85,8612.92,7243.91,5807.84,0.0,-1.69,684,674,shopping,Your shopping debits are high; track discretionary spending.
CUST00311,2025-01-31,44,Self-employed,3090.9,4744.36,3125.9,6370.2,7988.66,168.57,1.54,633,623,utilities,Excellent management of utilities and overall finances.
CUST00312,2025-01-31,45,Manager,4058.12,5104.93,6403.18,11079.84,9781.59,128.45,0.8,684,674,education,High education costs. Any ways to reduce future expenses?
CUST00313,2025-01-31,35,Manager,1710.18,2167.72,3291.26,5393.09,4269.55,158.41,2.14,679,669,healthcare,Healthcare expenses are increasing. Plan for next month.
CUST00314,2025-01-31,38,Teacher,2685.33,4013.07,2449.0,8981.71,10545.78,263.54,2.07,686,691,transport,Strong financial position. Continue managing transport costs well.
CUST00315,2025-01-31,25,Technician,4627.95,6742.87,5448.71,6731.33,8025.49,0.0,-0.7,638,633,education,Well-balanced education costs; keep up the good work.
CUST00316,2025-01-31,53,Manager,3212.28,4528.22,4817.59,10279.74,9990.37,67.8,0.46,657,662,education,Slightly overspent on education. Review your budget.
CUST00317,2025-01-31,52,Healthcare,2581.28,3406.94,3177.19,6126.54,6356.3,51.2,0.54,781,771,groceries,Consistent grocery spending; good financial health.
CUST00318,2025-01-31,43,Technician,3912.08,4062.87,5722.57,9751.63,8091.93,121.86,0.89,681,686,entertainment,High entertainment costs. Consider reducing next month.
CUST00319,2025-01-31,33,Healthcare,3787.73,4537.21,4031.16,10920.43,11426.49,243.43,1.6,621,611,utilities,Utilities are well managed. Keep monitoring for savings.
CUST00320,2025-01-31,32,Finance,5273.78,5896.21,2842.87,15006.31,18059.65,477.94,2.34,649,654,entertainment,Impressive savings and low entertainment spending. Excellent!
CUST00321,2025-01-31,58,Student,2989.1,3598.54,4885.29,7938.57,6651.82,0.0,-1.74,688,683,healthcare,Healthcare expenses exceeded credits. Watch spending carefully.
CUST00322,2025-01-31,37,Self-employed,6349.48,7392.41,6953.08,13298.85,13738.18,221.08,1.08,728,718,shopping,Steady finances. Enjoy your shopping responsibly!
CUST00323,2025-01-31,43,Healthcare,4746.97,4945.98,8246.74,5929.66,2628.9,0.0,-0.1,736,731,shopping,Significant shopping debits. Review your budget immediately.
CUST00324,2025-01-31,26,Retail,7153.96,7923.11,8945.24,28301.38,27279.25,0.0,-0.01,550,540,shopping,Very healthy balance. Consider investing some savings.
CUST00325,2025-01-31,56,Teacher,500.0,791.74,1006.28,505.56,291.02,33.0,2.61,626,631,shopping,Low balance. Curtail shopping to rebuild funds.
CUST00326,2025-01-31,57,Self-employed,500.0,632.24,1720.41,427.34,-660.82,0.0,-0.11,631,621,transport,Address your negative balance immediately to avoid further fees.
CUST00327,2025-01-31,32,Finance,6386.19,6968.22,4628.98,7048.13,9387.38,0.0,-0.02,653,648,shopping,Good balance on shopping expenses. Maintain discipline.
CUST00328,2025-01-31,47,Self-employed,5613.9,6378.47,3207.36,14734.48,17905.58,0.0,-0.11,687,697,transport,Excellent financial health; well managed transport costs.
CUST00329,2025-01-31,27,Engineer,1291.02,1647.9,3605.97,3259.92,1301.85,135.07,2.83,703,708,healthcare,High healthcare debits impacted balance. Plan for next month.
CUST00330,2025-01-31,40,Engineer,2869.4,3132.99,3102.94,2855.84,2885.89,0.0,-1.06,654,659,shopping,Shopping expenses are stable. Continue to monitor carefully.
CUST00331,2025-01-31,37,Self-employed,1846.78,2368.86,2482.58,5378.38,5264.66,82.78,1.08,653,658,healthcare,Slightly overspent on healthcare. Track these costs closely.
CUST00332,2025-01-31,39,Retail,907.13,1791.36,1945.24,1777.26,1623.38,8.19,0.23,606,616,education,Education expenses high; current balance is low. Be careful.
CUST00333,2025-01-31,33,Unemployed,4173.57,5056.87,6503.68,10529.17,9082.37,396.45,2.61,685,695,education,
CUST00334,2025-01-31,21,Finance,1850.68,2266.31,1898.9,1304.47,1671.88,23.77,0.67,664,669,transport,Good job managing transport. Keep up the efficiency!
CUST00335,2025-01-31,44,Student,500.0,1018.51,995.36,520.93,544.08,22.6,1.49,649,644,healthcare,Close balance. Review healthcare spending for savings.
CUST00336,2025-01-31,34,Retail,5916.03,7732.32,15519.34,8562.36,775.34,335.15,2.1,621,626,healthcare,Very high healthcare costs. Monitor spending carefully.
CUST00337,2025-01-31,32,Retail,2355.99,3168.54,1596.01,7483.92,9056.46,220.12,2.11,714,709,education,Excellent management of education costs and overall finances.
CUST00338,2025-01-31,32,Finance,5462.19,6411.52,10059.53,18848.0,15199.98,361.03,1.45,700,710,transport,High transport expenses. Look for alternatives next month.
CUST00339,2025-01-31,39,Healthcare,3936.89,5495.73,6138.86,5472.65,4829.52,0.0,-1.48,740,750,healthcare,Healthcare spending is concerning. Review your budget now.
CUST00340,2025-01-31,47,Engineer,2869.17,,,3425.48,467.01,12.28,0.19,631,626,healthcare,Very high healthcare spending. Your balance is quite low.
CUST00341,2025-01-31,47,Self-employed,1470.71,1471.41,4189.85,2036.51,-681.93,0.7,0.02,711,701,healthcare,"Contact us about your overdraft, especially regarding healthcare costs."
CUST00342,2025-01-31,26,Finance,2434.82,4593.93,3076.18,9056.16,10573.91,76.01,0.56,654,664,healthcare,Healthy balance. Continue managing healthcare expenses wisely.
CUST00343,2025-01-31,31,Retail,8037.16,9880.34,3360.72,8091.77,14611.39,139.1,0.78,635,640,dining,Excellent financial health. Enjoy your dining experiences!
CUST00344,2025-01-31,52,Retail,5440.26,6087.21,12013.65,1844.37,-4082.07,180.6,2.33,651,641,utilities,Serious overdraft! Let's review utility costs and spending habits.
CUST00345,2025-01-31,53,Retail,6776.18,7612.55,2456.83,25675.94,30831.67,237.96,0.72,768,763,entertainment,Outstanding balance! Consider investing or saving more.
CUST00346,2025-01-31,19,Healthcare,7126.04,8070.68,5969.5,8654.46,10755.65,167.23,1.01,754,764,groceries,Consistent performance on groceries and overall spending.
CUST00347,2025-01-31,32,Healthcare,5698.31,8573.51,8993.59,20307.01,19886.93,624.46,2.21,665,670,entertainment,High entertainment costs. Ensure it aligns with budget.
CUST00348,2025-01-31,43,Unemployed,4154.5,4665.23,5359.75,15107.25,14412.73,137.45,0.7,682,672,healthcare,Maintain stable spending. Watch healthcare expenditures closely.
